id,userid,yearReg,companyName,companyWebsite,contactName,contactEmail,contactPhone,companyAddress1,companyAddress2,companyCity,companyState,companyZip,additionalContactInfo,previousAttendance,industry,majors,positionsAvailable,degreesNeeded,companyRegLocations,onlineEmpApplication,applicationHiringPolicy,numberRepsAttending,preferableDateofAttendance,attendingReception,companyProfile,paymentAddress1,paymentAddress2,paymentCity,paymentState,paymentZip,eligibleForDiscount,sponsorshipClass,dateCreated,dateModified,Building
124,170,2013,Bloomberg L.P,http://www.bloomberg.com/,Melissa Colon,fsdrecruitment@bloomberg.com,212-617-6692,731 Lexington Avenue,,New York,New York,10022,,Yes,Computer Software,CHEME:CIVIL:CE:CS:EE:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Northeast:,http://jobs.bloomberg.com/,1,5,Monday September 23,No,"Bloomberg, the global business and financial information and news leader, gives influential decision makers a critical edge by connecting them to a dynamic network of information, people and ideas. The company's strength - delivering data, news and analytics through innovative technology, quickly and accurately - is at the core of the Bloomberg Professional service, which provides real time financial information to more than 300,000 subscribers.",731 Lexington Avenue,,New York,New York,10022,,,5/13/2013 13:27,5/16/2013 15:53,EECS
165,219,2013,Bluebeam Software,www.bluebeam.com,Maria Smith,maria.smith@bluebeam.com,626-657-0208,766 E. Colorado Blvd.,Suite 200,Pasadena,California,91101,,No,Computer Software,CE:CS:EE:,Full-time:Summer Internship:,Bachelors:,West Coast:Southwest:Midwest:,www.bluebeam.com/workwithus,2,2,Tuesday September 24,Yes,"Bluebeam Software develops cloud-based collaboration solutions that enable document-intensive technical industries to digitize their review processes and streamline their workflows. We were recently named one of the fastest growing technology companies in North America by Deloitte, and plan on expanding our success and opening an office in Chicago in 2014.",,,,none,,,,5/30/2013 15:43,5/30/2013 15:43,EECS
109,159,2013,Bosch Corporation,www.boschcampus.com,Lina Morales,bosch@recsolu.com,401-642-1721,38000 Hills Tech Drive,,Farmington Hills,Michigan,48331,Julie Sharobeem julie.sharobeem@us.bosch.com,Yes,Automotive & Transport Equipment,AUTO:IOE:MFE:,Full-time:Summer Internship:,Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,"Check out our Facebook page here: http://www.facebook.com/Boschcampus
Please also visit us at www.boschcampus.com. Here you will learn all about our college and university focused programs!",2,2,Monday September 23,Yes,"Bosch in North America 
Bosch in North America is part of the Bosch Group, headquartered in Stuttgart, Germany. Having established a regional presence in 1906, Bosch employs over 22,500 associates in more than 100 locations in the U.S., Canada and Mexico, with sales of $9.8 billion in fiscal year 2011.
You may know us as one of the world's leading automotive suppliers, but Bosch is also a global leader in industrial and building technology.",2 Pleasant Street,,Pawtucket,Rhode Island,2860,,,5/8/2013 8:47,5/8/2013 8:47,EECS
147,201,2013,Bose Corporation,www.bose.com/careers,Lina Morales,bose@nc3.com,401-642-1721,100 The Mountain Rd,,Framingham,Massachusetts,1701,,Yes,Electronics,EE:IOE:MFE:ME:EE Systems:,Full-time:Summer Internship:,Masters:Bachelors:,Northeast:,,1,3,Monday September 23,No,"Bose is a research company dedicated to developing breakthrough technologies and quality products that enrich people's lives. To do so, we take a different approach than most companies. The result is a longstanding reputation for innovation and quality.  Reaching our goals requires uniquely talented individuals with a strong desire to grow and achieve.",2 Pleasant Street,,Pawtucket,Rhode Island,2860,,,5/21/2013 13:09,5/21/2013 13:09,EECS
271,339,2013,"Bostik, Inc.",www.bostik-us.com,Anna La Marca,anna.lamarca@bostik-us.com,414-607-1635,11320 W. Watertown Plank Road,,Wauwatosa,Wisconsin,53226,,Yes,Chemicals,CHEME:MSE:,Summer Internship:,Bachelors:,Midwest:,www.bostik-us.com/careers,1,3,Tuesday September 24,No,"As one of the largest adhesive and sealant companies in the world, Bostik designs, manufactures and markets tailor-made bonding solutions within a variety of Business Units:  Industrial Adhesives (encompassing Converting, Assembly, Packaging and Transportation), Flexible Laminations and Global Nonwovens.  Bostik seeks talent from a variety of disciplines including; Chemistry, Chemical Engineering and Materials or Polymer Science.",,,,none,,,,7/24/2013 10:32,7/24/2013 10:32,EECS
32,71,2013,BP America Inc.,www.bp.com,Emily Kain,USUniversityRelations@bp.com,713-323-3182,501 Westlake Park Blvd,,Houston,Texas,77079,,Yes,Energy,CHEME:EE:ME:,Full-time:Summer Internship:Co-Op:,Bachelors:,Southwest:Northeast:Northwest:Midwest:Southeast:,www.bp.com/uscampus,2,5,Monday September 23,Yes,"BP is the largest producer of oil & gas in the US, and one of the largest in the world. We employ over 80,000 people and operate in over 80 countries worldwide. We own multiple refineries around the globe, a fleet of more than 80 ships and 25,000 miles of pipeline. We explore and produce in Arctic conditions, and operate onshore and in deepwaters. And, we do it all with one thing in mind: to provide heat, light and mobility to people.",501 Westlake Park Blvd,E1 3.123D,Houston,Texas,77079,,Diamond,5/1/2013 8:25,5/1/2013 8:25,EECS
171,179,2013,BrightEdge,http://www.brightedge.com,Jensen Smith,jsmith@brightedge.com,650-627-3502,999 Baker Way,Suite 500,San Mateo,California,94404,,Yes,Computer Software,CE:CS:,Full-time:,PhD:Masters:Bachelors:,West Coast:,Apply here: http://hire.jobvite.com/j/?bj=oWRRWfwk&s=michfair13,1,3,Monday September 23,Yes,"BrightEdge is a Big Data company pioneering the Search Engine Optimization (SEO) field using cloud-based technology. As the fastest growing enterprise software company, you will learn something new everyday and make an impact from day one. Enjoy perks like free food, a renovated office space, and team outings like paintball. Join our amazing, passionate team as we work to build the next great software company.",999 Baker Way,Suite 500,San Mateo,California,94404,,,6/4/2013 20:07,6/4/2013 20:07,EECS
132,183,2013,Broadcom,broadcom.com,Brandy Van Galder,bbarnett@broadcom.com,408-543-3438,3151 Zanker Rd,,San Jose,California,95134,,Yes,Computer Hardware,CE:CS:EE:EE Systems:,Summer Internship:Co-Op:,PhD:Masters:Bachelors:,West Coast:,www.broadcom.com/careers/ur,1,2,Tuesday September 24,Yes,"Broadcom Corporation (NASDAQ: BRCM), a FORTUNE 500® company, is a global leader and innovator in semiconductor solutions for wired and wireless communications. Broadcom® products seamlessly deliver voice, video, data and multimedia connectivity in the home, office and mobile environments. Broadcom has three business groups summarized as Home (Broadband), Hand (Cellular and Wireless), and Infrastructure (Networking & Processors).",,,,none,,,Gold,5/15/2013 12:33,5/15/2013 12:33,EECS
235,295,2013,Bury+Partners,http://www.burypartners.com/,Kim Chamness,kchamness@burypartners.com,512-328-0011,221 West 6th Street,Suite 600,Austin,Texas,78701,"Rachel Seitzer
rseitzer@burypartners.com",Yes,Consulting,CIVIL:EE:ME:,Full-time:Summer Internship:,Bachelors:,Southwest:,https://careers.burypartners.com/bury/,2,3,Tuesday September 24,No,"Since 1984, our clients have come to rely on Bury Partners for sophisticated design and consulting in the fields of Civil, Mechanical, Electrical, Structural, Traffic and Transportation Engineering, Surveying, Landscape Architecture, Land Planning, Project Management, Sustainable Solutions and Construction Management/Administration.",,,,none,,,,7/9/2013 17:08,7/9/2013 17:08,EECS
266,333,2013,BWI Group,www.bwigroup.com,Josie Wolfe,josie.wolfe@bwigroup.com,937-416-9397,3100 Research Blvd.,,Kettering,Ohio,45420,,Yes,Automotive & Transport Equipment,AUTO:CE:CS:EE:ME:,Full-time:Summer Internship:,Masters:Bachelors:,Midwest:,Email Resume to careers@bwigroup.com,1,4,Tuesday September 24,No,"BWI Group is a premier chassis supplier that designs and manufactures brake and suspension systems for the global transportation market.  We have technical centers in Brighton, MI and Dayton, OH as well as technical and manufacturing operations around the world.",,,,none,,,,7/22/2013 14:30,7/22/2013 14:30,EECS
252,312,2013,Calsonic Kansei North America,www.calsonic.com,Katherine Maggard,katherine_maggard@ck-mail.com,248-848-7553,27000 Hills Tech Ct,,Farmington Hills,Michigan,48331,Rose Rostamloo rose_rostamloo@ck-mail.com,No,Automotive & Transport Equipment,EE:ME:,Full-time:Summer Internship:Co-Op:,Masters:Bachelors:,Midwest:,,2,2,Tuesday September 24,No,"We are a Tier 1 Automotive supplier, located in Farmington Hills, MI. We have centers of excellence throughout North America and over 17,000 team members around the world. Our world class products are designed, engineered, manufactured, and tested for quality second to none. Products include climate control, electronics, engine cooling, exhaust, interiors, & system integration.",,,,none,,,,7/15/2013 14:30,7/15/2013 14:30,EECS
65,117,2013,Cambium Learning Group,www.cambiumlearning.com,Bill Wilson,bill.wilson@learninga-z.com,734-717-1884,"3767 Ranchero Drive, #200",,Ann Arbor,Michigan,48108,,No,Computer Software,CS:,Full-time:,Bachelors:,Midwest:,,2,2,Monday September 23,No,"Cambium Learning Group provides research-based education solutions for students in Pre-K through 12th grade, including intervention curricula, educational technologies and services primarily focused on serving the needs of the nation's most challenged learners and enabling students to reach their full potential.",,,,none,,,,5/1/2013 13:26,5/1/2013 13:26,EECS
61,111,2013,Capgemini,www.capgemini.com/careers,Kimberly Hawkins,kimberly.hawkins@capgemini.com,312-804-2418,111 N. Canal St,Apt #1500,Chicago,Illinois,60606,,Yes,Consulting,AERO:AOSS:AUTO:BME:CHEME:CIVIL:CE:CS:EE:EP:ENV,Full-time:,Masters:Bachelors:,Midwest:,,3,5,Monday September 23,Yes,"You enjoy a challenge? You have a thirst for knowledge and a desire to be one of the best? At Capgemini, we draw on each other’s capacities and experiences, to inspire and motivate one another.",6538 S. Minerva Ave,,Chicago,Illinois,60637,,,5/1/2013 12:35,5/1/2013 12:35,EECS
25,72,2013,Capital One,http://www.capitalone-campus.com,Melissa Stevens,melissa.stevens@capitalone.com,972-403-6587,7933 Preston Road,,Plano,Texas,75024,,Yes,Banking,AERO:AOSS:AUTO:BME:CHEME:CIVIL:CE:CS:EE:EP:ENV,Full-time:Summer Internship:,Masters:Bachelors:,Southwest:Northeast:Midwest:,,2,4,Monday September 23,No,"Capital One Financial is an unconventional, top-ten bank and top-5 credit card issuer challenging the status quo in financial services. 
• Analytical, Strategy-Driven Company – Combines strategy consulting disciplines directly into day-to-day operations and businesses 
• Innovation Leader – Pioneer in new product, pricing, risk management and marketing business strategies 
• Superior Growth and Results – Exceptional record of earnings growth",6320 Pinehurst Drive,,North Richland Hills,Texas,76180,,,5/1/2013 8:02,5/1/2013 8:02,EECS
142,194,2013,CareEvolution,http://www.letsfixhealthcare.com/,John Umbaugh,umbaugh@careevolution.com,330-904-3317,"320 Miller Ave, Suite 195",,Ann Arbor,Michigan,48104,resume@careevolution.com,No,Computer Software,CE:CS:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,Submit resumes to resume@careevolution.com,1,5,Tuesday September 24,Yes,CareEvolution is an Ann Arbor-based provider of Health Information Exchange (HIE) technologies. Our software allows healthcare providers to make better decisions faster. We're looking for talented software engineers to join our team in solving some of the most difficult problems in HIE.,1200 Arlington Blvd.,,Ann Arbor,Michigan,48104,Yes,,5/20/2013 10:47,5/20/2013 10:47,EECS
104,154,2013,"Caterpillar, Inc",www.caterpillar.com/careers,Amy Tierney,Talent_Acquisition@cat.com,309-675-9537,2000 E Washington Street,,East Peoria,Illinois,61611,,Yes,Manufacturing,CHEME:CIVIL:CE:CS:EE:EP:ENV:IOE:MFE:MSE:Mechan,Full-time:Summer Internship:,PhD:Masters:Bachelors:,Midwest:Southeast:,www.caterpillar.com/careers,2,7,Tuesday September 24,No,"For more than 85 years, Caterpillar has been making progress possible and driving positive and sustainable change on every continent. Caterpillar is the world's leading manufacturer of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives.",,,,none,,,,5/7/2013 11:02,5/7/2013 11:02,EECS
196,248,2013,Central Intelligence Agency (CIA),www.cia.gov,Lili E,fannyle@ucia.gov,571-318-8534,Recruitment Center,,Washington,DC,20505,,Yes,Government,CE:CS:EE:EE Systems:,Full-time:Summer Internship:Co-Op:,PhD:Masters:Bachelors:,Northeast:,www.cia.gov,3,5,Tuesday September 24,Yes,"The Central Intelligence Agency (CIA) is an independent US Government agency responsible for providing national security intelligence to senior US policymakers. It is more important for the CIA to stay ahead of fast-paced global technology developments. This is a unique opportunity for scientific and engineering experts to look beyond a commercial, product-driven mindset to goal-oriented, highly focused work of significant national importance.",,,,none,,,,6/17/2013 16:11,6/17/2013 16:11,EECS
84,138,2013,Chevron,www.chevron.com,Hanna Broussard,ughevents@chevron.com,713-372-7971,1400 Smith St,,Houston,Texas,77002,,Yes,Energy,CHEME:CIVIL:EE:ME:,Full-time:Summer Internship:,PhD:Masters:Bachelors:,West Coast:Southwest:Northeast:Northwest:Midwest:Southeast:,n/a,2,5,Monday September 23,Yes,"Chevron is one of the world's leading integrated energy companies, with subsidiaries that conduct business worldwide. The company's success is driven by the ingenuity and commitment of its employees and their application of the most innovative technologies in the world. Chevron is involved in virtually every facet of the energy industry.",1400 Smith St 09167,,Houston,Texas,77002,,,5/2/2013 12:46,5/2/2013 12:46,EECS
273,318,2013,Chicago Trading Company,http://www.chicagotrading.com/,Kelly McGinnis,kelly.mcginnis@chicagotrading.com,312.863.8007,"440 S. LaSalle Street, 4th Floor",,Chicago,Illinois,60605,,Yes,Finance,BME:CE:CS:EE:FE:IOE:,Full-time:,PhD:Masters:Bachelors:,Midwest:,"Chicago Trading Company (CTC) is a highly analytical, team oriented derivatives trading firm that employs a dynamic, disciplined approach to trading across a variety of products and strategies.",1,4,Tuesday September 24,Yes,"Chicago Trading Company (CTC) is a highly analytical, team oriented derivatives trading firm that employs a dynamic, disciplined approach to trading across a variety of products and strategies. We take decisive action to position ourselves at the forefront of the financial markets.  We actively trade in a broad spectrum of asset classes that include Equities, Interest Rates, and Commodities.",440 S. LaSalle Street,4th Floor,Chicago,Illinois,60605,,,7/24/2013 15:11,8/1/2013 15:32,EECS
14,55,2013,Chrysler Group LLC,www.chryslercareers.com,Sarah DeMars,snr7@chrysler.com,248-821-7818,800 Chrysler Drive,,Auburn Hills,Michigan,48326,,Yes,Automotive & Transport Equipment,AERO:AUTO:CE:CS:EE:IOE:MFE:ME:,Full-time:Summer Internship:,Masters:Bachelors:,Midwest:,www.chryslercareers.com,2,10,Tuesday September 24,No,"Chrysler Group LLC, formed in 2009 to establish a global strategic alliance with Fiat S.p.A., produces Chrysler, Jeep, Dodge, Ram, Mopar, SRT and Fiat vehicles and products. With the resources, technology and worldwide distribution network required to compete on a global scale, the alliance builds on Chrysler Group’s culture of innovation, first established by Walter P. Chrysler in 1925, and Fiat’s complementary technology.",,,,none,,,Gold,5/1/2013 6:27,5/1/2013 6:27,EECS
